MSG_GENERAL,timelog_us,severity,msg
MSG_GENERAL,324,0,Lucifer init
REGULATION,timelog_us,runtime_us,temp,temp_consigne,out,Kp,Ki,Kd
REGULATION,25289288,17074,47,32,0.00,10.00,0.00,0.00
ACTUATOR,25499576,25498,0.00,0.00,25185,0.00,0
REGULATION,26287480,18078,47,32,0.00,10.00,0.00,0.00
ACTUATOR,26796708,26796,0.00,0.00,26185,0.00,0
REGULATION,27289564,19073,47,32,0.00,10.00,0.00,0.00
REGULATION,28287740,20079,47,32,0.00,10.00,0.00,0.00
ACTUATOR,28385076,28384,0.00,0.00,28185,0.00,0
REGULATION,29290116,21074,46,33,0.00,10.00,0.00,0.00
ACTUATOR,29681060,29680,0.00,0.00,29185,0.00,0
REGULATION,30288044,22079,46,33,0.00,10.00,0.00,0.00
ACTUATOR,30972748,30971,0.00,0.00,30185,0.00,0
REGULATION,31295528,23080,46,33,0.00,10.00,0.00,0.00
REGULATION,32283632,24075,46,33,0.00,10.00,0.00,0.00
ACTUATOR,32566476,32566,0.00,0.00,32185,0.00,0
REGULATION,33283584,25074,47,33,0.00,10.00,0.00,0.00
ACTUATOR,33863000,33862,0.00,0.00,33185,0.00,0
REGULATION,34289012,26080,46,33,0.00,10.00,0.00,0.00
REGULATION,35289024,27080,47,34,0.00,10.00,0.00,0.00
ACTUATOR,35456052,35456,0.00,0.00,35185,0.00,0
REGULATION,36291168,28075,47,34,0.00,10.00,0.00,0.00
ACTUATOR,36753188,36752,0.00,0.00,36185,0.00,0
REGULATION,37289340,29080,46,34,0.00,10.00,0.00,0.00
REGULATION,38296784,30080,46,34,0.00,10.00,0.00,0.00
ACTUATOR,38337968,38337,0.00,0.00,38185,0.00,0
REGULATION,39284884,31076,46,34,0.00,10.00,0.00,0.00
ACTUATOR,39637884,39636,0.00,0.00,39185,0.00,0
REGULATION,40284864,32076,47,34,0.00,10.00,0.00,0.00
ACTUATOR,40934396,40933,0.00,0.00,40185,0.00,0
REGULATION,41287024,33071,47,34,0.00,10.00,0.00,0.00
REGULATION,42285236,34076,47,35,0.00,10.00,0.00,0.00
ACTUATOR,42523056,42522,0.00,0.00,42185,0.00,0
REGULATION,43287688,35071,46,35,0.00,10.00,0.00,0.00
ACTUATOR,43819564,43819,0.00,0.00,43185,0.00,0
REGULATION,44285604,36076,46,35,0.00,10.00,0.00,0.00
REGULATION,45293140,37077,46,35,0.00,10.00,0.00,0.00
ACTUATOR,45403152,45403,0.00,0.00,45185,0.00,0
REGULATION,46281240,38072,46,35,0.00,10.00,0.00,0.00
ACTUATOR,46704388,46703,0.00,0.00,46185,0.00,0
REGULATION,47281256,39072,46,35,0.00,10.00,0.00,0.00
ACTUATOR,47996164,47995,0.00,0.00,47185,0.00,0
REGULATION,48288828,40075,46,35,0.00,10.00,0.00,0.00
REGULATION,49286792,41077,46,36,0.00,10.00,0.00,0.00
ACTUATOR,49581204,49581,0.00,0.00,49185,0.00,0
REGULATION,50294320,42079,46,36,0.00,10.00,0.00,0.00
ACTUATOR,50876708,50876,0.00,0.00,50185,0.00,0
REGULATION,51282448,43073,46,36,0.00,10.00,0.00,0.00
REGULATION,52282424,44073,46,36,0.00,10.00,0.00,0.00
ACTUATOR,52468664,52467,0.00,0.00,52185,0.00,0
REGULATION,53289948,45074,46,36,0.00,10.00,0.00,0.00
ACTUATOR,53761500,53761,0.00,0.00,53185,0.00,0
REGULATION,54287852,46078,46,36,0.00,10.00,0.00,0.00
REGULATION,55295344,47080,46,36,0.00,10.00,0.00,0.00
ACTUATOR,55346368,55346,0.00,0.00,55185,0.00,0
REGULATION,56283464,48074,46,37,0.00,10.00,0.00,0.00
ACTUATOR,56646276,56645,0.00,0.00,56185,0.00,0
REGULATION,57283428,49075,46,37,0.00,10.00,0.00,0.00
ACTUATOR,57938052,57937,0.00,0.00,57185,0.00,0
REGULATION,58291020,50075,46,37,0.00,10.00,0.00,0.00
REGULATION,59288964,51080,46,37,0.00,10.00,0.00,0.00
ACTUATOR,59524376,59524,0.00,0.00,59185,0.00,0
REGULATION,60296496,52080,46,37,0.00,10.00,0.00,0.00
ACTUATOR,60818576,60818,0.00,0.00,60185,0.00,0
REGULATION,61284636,53075,46,37,0.00,10.00,0.00,0.00
REGULATION,62284664,54076,46,38,0.00,10.00,0.00,0.00
ACTUATOR,62411840,62411,0.00,0.00,62185,0.00,0
REGULATION,63292176,55076,46,38,0.00,10.00,0.00,0.00
ACTUATOR,63703456,63703,0.00,0.00,63185,0.00,0
REGULATION,64290140,56081,46,38,0.00,10.00,0.00,0.00
ACTUATOR,64995208,64994,0.00,0.00,64185,0.00,0
REGULATION,65282660,57073,46,38,0.00,10.00,0.00,0.00
REGULATION,66287836,58071,46,38,0.00,10.00,0.00,0.00
ACTUATOR,66578472,66578,0.00,0.00,66185,0.00,0
REGULATION,67285744,59077,46,38,0.00,10.00,0.00,0.00
ACTUATOR,67870172,67869,0.00,0.00,67185,0.00,0
REGULATION,68293260,60077,46,38,0.00,10.00,0.00,0.00
REGULATION,69281420,61072,46,39,0.00,10.00,0.00,0.00
ACTUATOR,69463344,69463,0.00,0.00,69185,0.00,0
REGULATION,70281504,62072,46,39,0.00,10.00,0.00,0.00
ACTUATOR,70760648,70760,0.00,0.00,70185,0.00,0
REGULATION,71287032,63078,46,39,0.00,10.00,0.00,0.00
REGULATION,72287052,64078,46,39,0.00,10.00,0.00,0.00
ACTUATOR,72354916,72354,0.00,0.00,72185,0.00,0
REGULATION,73289616,65074,46,39,0.00,10.00,0.00,0.00
ACTUATOR,73650436,73650,0.00,0.00,73185,0.00,0
REGULATION,74287636,66078,46,39,0.00,10.00,0.00,0.00
ACTUATOR,74947696,74947,0.00,0.00,74185,0.00,0
REGULATION,75290160,67075,46,39,0.00,10.00,0.00,0.00
REGULATION,76288084,68079,46,40,0.00,10.00,0.00,0.00
ACTUATOR,76535788,76534,0.00,0.00,76185,0.00,0
REGULATION,77290592,69074,46,40,0.00,10.00,0.00,0.00
ACTUATOR,77832272,77832,0.00,0.00,77185,0.00,0
REGULATION,78288464,70079,46,40,0.00,10.00,0.00,0.00
REGULATION,79290932,71075,46,40,0.00,10.00,0.00,0.00
ACTUATOR,79420944,79420,0.00,0.00,79185,0.00,0
REGULATION,80288872,72080,46,40,0.00,10.00,0.00,0.00
ACTUATOR,80717496,80716,0.00,0.00,80185,0.00,0
REGULATION,81291352,73075,46,40,0.00,10.00,0.00,0.00
REGULATION,82289296,74080,46,40,0.00,10.00,0.00,0.00
ACTUATOR,82291856,82291,0.00,0.00,82185,0.00,0
REGULATION,83291780,75076,46,41,0.00,10.00,0.00,0.00
ACTUATOR,83602732,83602,0.00,0.00,83185,0.00,0
REGULATION,84289724,76080,46,41,0.00,10.00,0.00,0.00
ACTUATOR,84899312,84898,0.00,0.00,84185,0.00,0
REGULATION,85292244,77076,46,41,0.00,10.00,0.00,0.00
REGULATION,86280432,78071,46,41,0.00,10.00,0.00,0.00
ACTUATOR,86492548,86492,0.00,0.00,86185,0.00,0
REGULATION,87280488,79072,46,41,0.00,10.00,0.00,0.00
ACTUATOR,87789796,87789,0.00,0.00,87185,0.00,0
REGULATION,88286020,80077,46,41,0.00,10.00,0.00,0.00
REGULATION,89286040,81077,46,42,0.00,10.00,0.00,0.00
ACTUATOR,89383400,89382,0.00,0.00,89185,0.00,0
REGULATION,90288528,82073,46,42,0.00,10.00,0.00,0.00
ACTUATOR,90679488,90679,0.00,0.00,90185,0.00,0
REGULATION,91286504,83077,46,42,0.00,10.00,0.00,0.00
ACTUATOR,91976756,91976,0.00,0.00,91185,0.00,0
REGULATION,92289080,84075,46,42,0.00,10.00,0.00,0.00
REGULATION,93287024,85077,46,42,0.00,10.00,0.00,0.00
ACTUATOR,93564884,93563,0.00,0.00,93185,0.00,0
REGULATION,94289520,86074,46,42,0.00,10.00,0.00,0.00
ACTUATOR,94861412,94861,0.00,0.00,94185,0.00,0
REGULATION,95287492,87078,46,42,0.00,10.00,0.00,0.00
REGULATION,96290040,88074,46,43,0.00,10.00,0.00,0.00
ACTUATOR,96450208,96449,0.00,0.00,96185,0.00,0
REGULATION,97288036,89079,46,43,0.00,10.00,0.00,0.00
ACTUATOR,97746884,97745,0.00,0.00,97185,0.00,0
REGULATION,98290596,90074,46,43,0.00,10.00,0.00,0.00
REGULATION,99288552,91079,46,43,0.00,10.00,0.00,0.00
ACTUATOR,99336752,99336,0.00,0.00,99185,0.00,0
REGULATION,100291120,92075,46,43,0.00,10.00,0.00,0.00
ACTUATOR,100632252,100631,0.00,0.00,100185,0.00,0
REGULATION,101289128,93080,46,43,0.00,10.00,0.00,0.00
ACTUATOR,101928908,101927,0.00,0.00,101185,0.00,0
REGULATION,102291728,94076,46,43,0.00,10.00,0.00,0.00
REGULATION,103289748,95081,46,44,0.00,10.00,0.00,0.00
ACTUATOR,103517124,103516,0.00,0.00,103185,0.00,0
REGULATION,104292380,96076,46,44,0.00,10.00,0.00,0.00
ACTUATOR,104814520,104813,0.00,0.00,104185,0.00,0
REGULATION,105280596,97071,46,44,0.00,10.00,0.00,0.00
REGULATION,106280728,98072,46,44,0.00,10.00,0.00,0.00
ACTUATOR,106407836,106406,0.00,0.00,106185,0.00,0
REGULATION,107286336,99077,46,44,0.00,10.00,0.00,0.00
ACTUATOR,107709524,107709,0.00,0.00,107185,0.00,0
REGULATION,108286388,100077,46,44,0.00,10.00,0.00,0.00
REGULATION,109288964,101073,46,44,0.00,10.00,0.00,0.00
ACTUATOR,109291632,109291,0.00,0.00,109185,0.00,0
REGULATION,110287012,102078,46,45,0.00,10.00,0.00,0.00
ACTUATOR,110595044,110594,0.00,0.00,110185,0.00,0
REGULATION,111289604,103073,46,45,0.00,10.00,0.00,0.00
ACTUATOR,111891696,111891,0.00,0.00,111185,0.00,0
REGULATION,112287620,104079,46,45,0.00,10.00,0.00,0.00
REGULATION,113290200,105074,46,45,0.00,10.00,0.00,0.00
ACTUATOR,113480536,113479,0.00,0.00,113185,0.00,0
REGULATION,114288168,106079,46,45,0.00,10.00,0.00,0.00
ACTUATOR,114777152,114777,0.00,0.00,114185,0.00,0
REGULATION,115290740,107075,46,45,0.00,10.00,0.00,0.00
REGULATION,116288704,108079,46,46,0.00,10.00,0.00,0.00
ACTUATOR,116366388,116366,0.00,0.00,116185,0.00,0
REGULATION,117291316,109075,46,46,0.00,10.00,0.00,0.00
ACTUATOR,117662628,117661,0.00,0.00,117185,0.00,0
REGULATION,118289316,110080,46,46,0.00,10.00,0.00,0.00
ACTUATOR,118959264,118959,0.00,0.00,118185,0.00,0
REGULATION,119291940,111077,45,46,10.00,10.00,0.00,0.00
REGULATION,120289988,112081,46,46,0.00,10.00,0.00,0.00
ACTUATOR,120547452,120547,0.00,0.00,120185,0.00,0
REGULATION,121292452,113077,46,46,0.00,10.00,0.00,0.00
ACTUATOR,121844696,121843,0.00,0.00,121185,0.00,0
REGULATION,122280600,114071,46,46,0.00,10.00,0.00,0.00
REGULATION,123280616,115071,46,47,10.00,10.00,0.00,0.00
ACTUATOR,123437888,123437,10.00,0.10,123185,100.00,0
REGULATION,124286116,116077,45,47,20.00,10.00,0.00,0.00
ACTUATOR,124739444,124738,20.00,0.20,124185,200.00,0
REGULATION,125286100,117077,45,47,20.00,10.00,0.00,0.00
REGULATION,126288552,118073,45,47,20.00,10.00,0.00,0.00
ACTUATOR,126329396,126328,20.00,0.20,126185,200.00,1
REGULATION,127286540,119077,45,47,20.00,10.00,0.00,0.00
ACTUATOR,127624688,127624,20.00,0.20,127185,200.00,0
REGULATION,128288980,120073,45,47,20.00,10.00,0.00,0.00
ACTUATOR,128921276,128920,20.00,0.20,128185,200.00,0
REGULATION,129287976,121079,45,47,20.00,10.00,0.00,0.00
REGULATION,130294432,122079,45,48,30.00,10.00,0.00,0.00
ACTUATOR,130504524,130503,30.00,0.30,130185,300.00,0
REGULATION,131282572,123073,45,48,30.00,10.00,0.00,0.00
ACTUATOR,131806724,131806,30.00,0.30,131185,300.00,0
REGULATION,132282644,124073,45,48,30.00,10.00,0.00,0.00
REGULATION,133290092,125074,45,48,30.00,10.00,0.00,0.00
ACTUATOR,133390764,133390,30.00,0.30,133185,300.00,1
REGULATION,134288156,126079,45,48,30.00,10.00,0.00,0.00
ACTUATOR,134682160,134681,30.00,0.30,134185,300.00,0
REGULATION,135295644,127080,45,48,30.00,10.00,0.00,0.00
ACTUATOR,135978432,135977,30.00,0.30,135185,300.00,0
REGULATION,136285992,128077,45,48,30.00,10.00,0.00,0.00
REGULATION,137283908,129075,45,49,40.00,10.00,0.00,0.00
ACTUATOR,137569428,137569,40.00,0.40,137185,400.00,1
REGULATION,138291308,130075,45,49,40.00,10.00,0.00,0.00
ACTUATOR,138863220,138862,40.00,0.40,138185,400.00,0
REGULATION,139289244,131080,45,49,40.00,10.00,0.00,0.00
REGULATION,140296644,132081,45,49,40.00,10.00,0.00,0.00
ACTUATOR,140446588,140445,40.00,0.40,140185,400.00,1
REGULATION,141284756,133075,45,49,40.00,10.00,0.00,0.00
ACTUATOR,141748584,141748,40.00,0.40,141185,400.00,0
REGULATION,142284796,134076,45,49,40.00,10.00,0.00,0.00
REGULATION,143292220,135076,45,50,50.00,10.00,0.00,0.00
ACTUATOR,143333724,143333,50.00,0.50,143185,500.00,1
REGULATION,144280376,136072,45,50,50.00,10.00,0.00,0.00
ACTUATOR,144633440,144632,50.00,0.50,144185,500.00,1
REGULATION,145280408,137071,45,50,50.00,10.00,0.00,0.00
ACTUATOR,145925116,145924,50.00,0.50,145185,500.00,0
REGULATION,146287872,138072,45,50,50.00,10.00,0.00,0.00
REGULATION,147285832,139077,45,50,50.00,10.00,0.00,0.00
ACTUATOR,147512132,147511,50.00,0.50,147185,500.00,1
REGULATION,148293252,140077,45,50,50.00,10.00,0.00,0.00
ACTUATOR,148804912,148804,50.00,0.50,148185,500.00,0
REGULATION,149281400,141072,45,50,50.00,10.00,0.00,0.00
REGULATION,150281388,142072,45,51,60.00,10.00,0.00,0.00
ACTUATOR,150399244,150398,60.00,0.60,150185,600.00,1
REGULATION,151288816,143073,46,51,50.00,10.00,0.00,0.00
ACTUATOR,151700164,151699,50.00,0.50,151185,500.00,0
REGULATION,152286840,144077,46,51,50.00,10.00,0.00,0.00
ACTUATOR,152991880,152991,50.00,0.50,152185,500.00,0
REGULATION,153294276,145081,46,51,50.00,10.00,0.00,0.00
REGULATION,154282392,146073,46,51,50.00,10.00,0.00,0.00
ACTUATOR,154585004,154584,50.00,0.50,154185,500.00,1
REGULATION,155282416,147073,46,51,50.00,10.00,0.00,0.00
ACTUATOR,155876756,155876,50.00,0.50,155185,500.00,0
REGULATION,156289920,148074,46,51,50.00,10.00,0.00,0.00
REGULATION,157288000,149078,46,52,60.00,10.00,0.00,0.00
ACTUATOR,157465008,157464,60.00,0.60,157185,600.00,1
REGULATION,158295452,150080,46,52,60.00,10.00,0.00,0.00
ACTUATOR,158757264,158756,60.00,0.60,158185,600.00,1
REGULATION,159283604,151074,46,52,60.00,10.00,0.00,0.00
REGULATION,160283624,152075,46,52,60.00,10.00,0.00,0.00
ACTUATOR,160352196,160351,60.00,0.60,160185,600.00,1
REGULATION,161290792,153075,47,52,50.00,10.00,0.00,0.00
ACTUATOR,161651984,161651,50.00,0.50,161185,500.00,1
REGULATION,162289032,154080,47,52,50.00,10.00,0.00,0.00
ACTUATOR,162943664,162942,50.00,0.50,162185,500.00,0
REGULATION,163280784,155072,47,52,50.00,10.00,0.00,0.00
REGULATION,164289652,156080,47,53,60.00,10.00,0.00,0.00
ACTUATOR,164531908,164531,60.00,0.60,164185,600.00,1
REGULATION,165289648,157081,47,53,60.00,10.00,0.00,0.00
ACTUATOR,165823704,165823,60.00,0.60,165185,600.00,0
REGULATION,166296860,158081,47,53,60.00,10.00,0.00,0.00
REGULATION,167285360,159076,47,53,60.00,10.00,0.00,0.00
ACTUATOR,167417480,167416,60.00,0.60,167185,600.00,1
REGULATION,168285452,160076,48,53,50.00,10.00,0.00,0.00
ACTUATOR,168709220,168709,50.00,0.50,168185,500.00,0
REGULATION,169293112,161077,48,53,50.00,10.00,0.00,0.00
REGULATION,170281132,162072,48,54,60.00,10.00,0.00,0.00
ACTUATOR,170283888,170283,60.00,0.60,170185,600.00,1
REGULATION,171281208,163072,48,54,60.00,10.00,0.00,0.00
ACTUATOR,171596448,171595,60.00,0.60,171185,600.00,1
REGULATION,172288828,164073,48,54,60.00,10.00,0.00,0.00
ACTUATOR,172890848,172890,60.00,0.60,172185,600.00,0
REGULATION,173287148,165078,48,54,60.00,10.00,0.00,0.00
REGULATION,174294068,166078,49,54,50.00,10.00,0.00,0.00
ACTUATOR,174474104,174473,50.00,0.50,174185,500.00,1
REGULATION,175282292,167073,49,54,50.00,10.00,0.00,0.00
ACTUATOR,175776232,175775,50.00,0.50,175185,500.00,0
REGULATION,176282272,168073,49,54,50.00,10.00,0.00,0.00
REGULATION,177289656,169074,49,55,60.00,10.00,0.00,0.00
ACTUATOR,177360816,177359,60.00,0.60,177185,600.00,1
REGULATION,178287748,170079,49,55,60.00,10.00,0.00,0.00
ACTUATOR,178652084,178651,60.00,0.60,178185,600.00,1
REGULATION,179295268,171079,50,55,50.00,10.00,0.00,0.00
ACTUATOR,179947860,179947,50.00,0.50,179185,500.00,0
REGULATION,180284988,172075,50,55,50.00,10.00,0.00,0.00
REGULATION,181283512,173075,50,55,50.00,10.00,0.00,0.00
ACTUATOR,181539464,181538,50.00,0.50,181185,500.00,1
REGULATION,182291104,174075,50,55,50.00,10.00,0.00,0.00
ACTUATOR,182832868,182832,50.00,0.50,182185,500.00,0
REGULATION,183289096,175080,51,55,40.00,10.00,0.00,0.00
REGULATION,184296124,176080,51,56,50.00,10.00,0.00,0.00
ACTUATOR,184416844,184416,50.00,0.50,184185,500.00,1
REGULATION,185284632,177076,51,56,50.00,10.00,0.00,0.00
ACTUATOR,185718244,185717,50.00,0.50,185185,500.00,0
REGULATION,186284672,178075,51,56,50.00,10.00,0.00,0.00
REGULATION,187292364,179076,52,56,40.00,10.00,0.00,0.00
ACTUATOR,187295128,187294,40.00,0.40,187185,400.00,1
REGULATION,188285240,180076,52,56,40.00,10.00,0.00,0.00
ACTUATOR,188598276,188597,40.00,0.40,188185,400.00,0
REGULATION,189285232,181076,52,56,40.00,10.00,0.00,0.00
ACTUATOR,189899832,189899,40.00,0.40,189185,400.00,0
REGULATION,190293036,182077,53,56,30.00,10.00,0.00,0.00
REGULATION,191285864,183076,53,57,40.00,10.00,0.00,0.00
ACTUATOR,191488124,191488,40.00,0.40,191185,400.00,1
REGULATION,192285920,184077,53,57,40.00,10.00,0.00,0.00
ACTUATOR,192789744,192789,40.00,0.40,192185,400.00,0
REGULATION,193293728,185077,53,57,40.00,10.00,0.00,0.00
REGULATION,194286624,186078,54,57,30.00,10.00,0.00,0.00
ACTUATOR,194378524,194377,30.00,0.30,194185,300.00,1
REGULATION,195286628,187077,54,57,30.00,10.00,0.00,0.00
ACTUATOR,195670816,195670,30.00,0.30,195185,300.00,0
REGULATION,196294084,188078,54,57,30.00,10.00,0.00,0.00
ACTUATOR,196961528,196961,30.00,0.30,196185,300.00,0
REGULATION,197288792,189080,55,58,30.00,10.00,0.00,0.00
REGULATION,198287236,190078,55,58,30.00,10.00,0.00,0.00
ACTUATOR,198570096,198569,30.00,0.30,198185,300.00,0
REGULATION,199295024,191079,55,58,30.00,10.00,0.00,0.00
ACTUATOR,199861840,199861,30.00,0.30,199185,300.00,0
REGULATION,200287888,192078,55,58,30.00,10.00,0.00,0.00
REGULATION,201287920,193079,56,58,20.00,10.00,0.00,0.00
ACTUATOR,201460004,201459,20.00,0.20,201185,200.00,0
REGULATION,202295640,194079,56,58,20.00,10.00,0.00,0.00
ACTUATOR,202751748,202750,20.00,0.20,202185,200.00,0
REGULATION,203288544,195080,56,58,20.00,10.00,0.00,0.00
REGULATION,204288608,196079,56,59,30.00,10.00,0.00,0.00
ACTUATOR,204350488,204350,30.00,0.30,204185,300.00,1
REGULATION,205295980,197080,57,59,20.00,10.00,0.00,0.00
ACTUATOR,205643296,205642,20.00,0.20,205185,200.00,0
REGULATION,206289148,198080,57,59,20.00,10.00,0.00,0.00
ACTUATOR,206943768,206943,20.00,0.20,206185,200.00,0
REGULATION,207280904,199072,57,59,20.00,10.00,0.00,0.00
REGULATION,208297148,200081,58,59,10.00,10.00,0.00,0.00
ACTUATOR,208536980,208536,10.00,0.10,208185,100.00,0
REGULATION,209284900,201076,58,59,10.00,10.00,0.00,0.00
ACTUATOR,209839224,209839,10.00,0.10,209185,100.00,0
REGULATION,210284980,202075,58,59,10.00,10.00,0.00,0.00
REGULATION,211292916,203076,58,60,20.00,10.00,0.00,0.00
ACTUATOR,211432652,211432,20.00,0.20,211185,200.00,0
REGULATION,212285684,204076,59,60,10.00,10.00,0.00,0.00
ACTUATOR,212738992,212738,10.00,0.10,212185,100.00,0
REGULATION,213285600,205077,59,60,10.00,10.00,0.00,0.00
REGULATION,214293316,206077,59,60,10.00,10.00,0.00,0.00
ACTUATOR,214334660,214334,10.00,0.10,214185,100.00,0
REGULATION,215281312,207072,59,60,10.00,10.00,0.00,0.00
ACTUATOR,215634356,215633,10.00,0.10,215185,100.00,0
REGULATION,216281396,208072,59,60,10.00,10.00,0.00,0.00
ACTUATOR,216936060,216935,10.00,0.10,216185,100.00,0
REGULATION,217288964,209074,60,60,0.00,10.00,0.00,0.00
REGULATION,218286916,210078,60,61,10.00,10.00,0.00,0.00
ACTUATOR,218523296,218522,10.00,0.10,218185,100.00,0
REGULATION,219294472,211079,60,61,10.00,10.00,0.00,0.00
ACTUATOR,219816552,219815,10.00,0.10,219185,100.00,0
REGULATION,220282604,212074,60,61,10.00,10.00,0.00,0.00
REGULATION,221282672,213073,60,61,10.00,10.00,0.00,0.00
ACTUATOR,221410504,221410,10.00,0.10,221185,100.00,0
REGULATION,222289788,214074,61,61,0.00,10.00,0.00,0.00
ACTUATOR,222711252,222710,0.00,0.00,222185,0.00,0
REGULATION,223288092,215079,61,61,0.00,10.00,0.00,0.00
ACTUATOR,224003048,224002,0.00,0.00,223185,0.00,0
REGULATION,224295332,216082,61,62,10.00,10.00,0.00,0.00
REGULATION,225283868,217075,61,62,10.00,10.00,0.00,0.00
ACTUATOR,225596948,225596,10.00,0.10,225185,100.00,0
REGULATION,226283960,218074,62,62,0.00,10.00,0.00,0.00
ACTUATOR,226898552,226897,0.00,0.00,226185,0.00,0
REGULATION,227291792,219075,62,62,0.00,10.00,0.00,0.00
REGULATION,228289540,220080,62,62,0.00,10.00,0.00,0.00
ACTUATOR,228491804,228491,0.00,0.00,228185,0.00,0
REGULATION,229297412,221081,62,62,0.00,10.00,0.00,0.00
ACTUATOR,229789088,229788,0.00,0.00,229185,0.00,0
REGULATION,230285304,222076,62,62,0.00,10.00,0.00,0.00
REGULATION,231285300,223076,62,63,10.00,10.00,0.00,0.00
ACTUATOR,231387220,231387,10.00,0.10,231185,100.00,0
REGULATION,232293060,224076,63,63,0.00,10.00,0.00,0.00
ACTUATOR,232683648,232683,0.00,0.00,232185,0.00,0
REGULATION,233280776,225071,63,63,0.00,10.00,0.00,0.00
ACTUATOR,233985820,233985,0.00,0.00,233185,0.00,0
REGULATION,234283256,226074,63,63,0.00,10.00,0.00,0.00
REGULATION,235288596,227072,63,63,0.00,10.00,0.00,0.00
ACTUATOR,235578876,235578,0.00,0.00,235185,0.00,0
REGULATION,236286156,228077,63,63,0.00,10.00,0.00,0.00
ACTUATOR,236880388,236879,0.00,0.00,236185,0.00,0
REGULATION,237293952,229077,63,63,0.00,10.00,0.00,0.00
REGULATION,238281696,230073,63,64,10.00,10.00,0.00,0.00
ACTUATOR,238474076,238473,10.00,0.10,238185,100.00,0
REGULATION,239281700,231072,63,64,10.00,10.00,0.00,0.00
ACTUATOR,239775624,239774,10.00,0.10,239185,100.00,0
REGULATION,240289092,232073,64,64,0.00,10.00,0.00,0.00
REGULATION,241287096,233078,64,64,0.00,10.00,0.00,0.00
ACTUATOR,241365456,241364,0.00,0.00,241185,0.00,0
REGULATION,242294576,234079,64,64,0.00,10.00,0.00,0.00
ACTUATOR,242665880,242665,0.00,0.00,242185,0.00,0
REGULATION,243282716,235074,64,64,0.00,10.00,0.00,0.00
ACTUATOR,243967480,243966,0.00,0.00,243185,0.00,0
REGULATION,244284572,236075,64,64,0.00,10.00,0.00,0.00
REGULATION,245290272,237074,64,65,10.00,10.00,0.00,0.00
ACTUATOR,245550792,245550,10.00,0.10,245185,100.00,0
REGULATION,246288300,238079,64,65,10.00,10.00,0.00,0.00
ACTUATOR,246842552,246842,10.00,0.10,246185,100.00,0
REGULATION,247295724,239080,64,65,10.00,10.00,0.00,0.00
REGULATION,248283868,240075,65,65,0.00,10.00,0.00,0.00
ACTUATOR,248435580,248434,0.00,0.00,248185,0.00,0
REGULATION,249283836,241075,65,65,0.00,10.00,0.00,0.00
ACTUATOR,249727364,249726,0.00,0.00,249185,0.00,0
REGULATION,250291688,242075,65,65,0.00,10.00,0.00,0.00
REGULATION,251289364,243081,65,66,10.00,10.00,0.00,0.00
ACTUATOR,251318524,251318,10.00,0.10,251185,100.00,0
REGULATION,252297156,244081,65,66,10.00,10.00,0.00,0.00
ACTUATOR,252617752,252617,10.00,0.10,252185,100.00,0
REGULATION,253285064,245076,65,66,10.00,10.00,0.00,0.00
ACTUATOR,253919480,253919,10.00,0.10,253185,100.00,0
REGULATION,254286188,246077,65,66,10.00,10.00,0.00,0.00
REGULATION,255293020,247076,65,66,10.00,10.00,0.00,0.00
